,car,price,body,mileage,engV,engType,registration,year,model,drive,engV_cat,age,age_Group,price_cat,mpy,mpy_cat
228,Mercedes-Benz,38600.0,other,12.0,1.8,Petrol,yes,2012,E-Class,rear,Low,4,3-6,Moderate,3.0,Low
229,Nissan,21850.0,crossover,64.0,2.0,Petrol,yes,2013,X-Trail,full,Low,3,1-3,Moderate,21.33,High
230,Mercedes-Benz,37500.0,other,94.0,5.5,Petrol,yes,2009,CL 55 AMG,rear,High,7,6-10,Moderate,13.43,Moderate
232,Audi,39000.0,sedan,18.0,1.8,Other,yes,2015,A5,front,Low,1,0-1,Moderate,18.0,High
233,Lexus,44500.0,crossover,144.0,5.7,Gas,yes,2009,LX 570,full,High,7,6-10,Moderate,20.57,High
235,Toyota,11300.0,hatch,87.0,1.0,Petrol,yes,2009,IQ,front,Low,7,6-10,Moderate,12.43,Moderate
236,Nissan,25382.955,crossover,0.0,1.6,Diesel,yes,2016,Qashqai,full,Low,0,0-1,Moderate,0.0,Low
237,Skoda,8100.0,sedan,135.0,1.8,Petrol,yes,2008,Superb,front,Low,8,6-10,Low,16.88,High
238,Mitsubishi,23000.0,crossover,125.0,3.0,Gas,yes,2008,Pajero Wagon,full,Moderate,8,6-10,Moderate,15.62,High
241,Mercedes-Benz,9600.0,vagon,200.0,2.2,Diesel,yes,2006,Vito пасс.,rear,Moderate,10,6-10,Low,20.0,High
242,Audi,1950.0,vagon,210.0,1.8,Gas,no,1996,A4,front,Low,20,10-29,Low,10.5,Moderate
243,Land Rover,33000.0,crossover,140.0,5.0,Petrol,yes,2010,Range Rover Sport,full,High,6,3-6,Moderate,23.33,High
244,Audi,31500.0,crossover,65.0,3.0,Diesel,yes,2013,A6,full,Moderate,3,1-3,Moderate,21.67,High
245,Land Rover,51500.0,crossover,93.0,3.0,Diesel,yes,2013,Range Rover Sport,full,Moderate,3,1-3,High,31.0,Extreme
246,Skoda,22700.0,hatch,24.0,1.4,Petrol,yes,2014,Octavia A7,front,Low,2,1-3,Moderate,12.0,Moderate
247,Nissan,17500.0,hatch,62.0,1.0,Other,yes,2013,Leaf,front,Low,3,1-3,Moderate,20.67,High
248,Skoda,11900.0,sedan,109.0,1.8,Petrol,yes,2012,Octavia A5,front,Low,4,3-6,Moderate,27.25,Extreme
249,Porsche,22000.0,crossover,200.0,4.8,Petrol,yes,2007,Cayenne,full,High,9,6-10,Moderate,22.22,High
250,BMW,28000.0,sedan,170.0,2.0,Diesel,yes,2011,520,rear,Low,5,3-6,Moderate,34.0,Extreme
251,Subaru,12900.0,vagon,116.0,2.0,Petrol,yes,2008,Forester,full,Low,8,6-10,Moderate,14.5,Moderate
252,Kia,16400.0,hatch,54.0,1.6,Diesel,yes,2013,Ceed,front,Low,3,1-3,Moderate,18.0,High
253,Toyota,24171.42,sedan,1.0,2.5,Petrol,yes,2016,Camry,front,Moderate,0,0-1,Moderate,0.0,Low
254,Audi,1950.0,sedan,320.0,1.85,Other,no,1996,A4,front,Low,20,10-29,Low,16.0,High
256,Subaru,14000.0,crossover,171.0,2.0,Petrol,yes,2010,Forester,full,Low,6,3-6,Moderate,28.5,Extreme
257,Volkswagen,9900.0,sedan,80.0,1.6,Petrol,yes,2011,Polo,front,Low,5,3-6,Low,16.0,High
258,Mercedes-Benz,110000.0,crossover,0.0,3.0,Diesel,yes,2016,GLS 350,full,Moderate,0,0-1,Extreme,0.0,Low
259,Nissan,16500.0,hatch,32.0,1.0,Other,yes,2013,Leaf,front,Low,3,1-3,Moderate,10.67,Moderate
260,Audi,25500.0,sedan,140.0,2.8,Petrol,yes,2012,A6,front,Moderate,4,3-6,Moderate,35.0,Extreme
261,Renault,13300.0,other,132.0,1.5,Diesel,yes,2012,Megane,front,Low,4,3-6,Moderate,33.0,Extreme
262,Volkswagen,7000.0,van,345.0,1.9,Diesel,yes,2006,T5 (Transporter) груз,front,Low,10,6-10,Low,34.5,Extreme
263,VAZ,3600.0,other,80.0,2.0,Gas,yes,2002,2121,full,Low,14,10-29,Low,5.71,Low
264,Honda,12990.0,sedan,111.0,1.8,Petrol,yes,2011,Civic,front,Low,5,3-6,Moderate,22.2,High
265,Porsche,96500.0,sedan,14.0,3.6,Petrol,yes,2014,Panamera,full,Moderate,2,1-3,High,7.0,Low
266,Land Rover,147000.0,crossover,15.0,5.0,Petrol,yes,2015,Range Rover Sport,full,High,1,0-1,Extreme,15.0,Moderate
267,Honda,11900.0,sedan,109.0,2.4,Petrol,yes,2009,Accord,front,Moderate,7,6-10,Moderate,15.57,High
268,Volkswagen,12199.0,vagon,149.0,2.0,Diesel,yes,2008,Passat B6,front,Low,8,6-10,Moderate,18.62,High
269,Chevrolet,5200.0,sedan,179.0,1.5,Gas,yes,2008,Aveo,front,Low,8,6-10,Low,22.38,High
271,Toyota,24800.0,sedan,43.0,2.5,Gas,yes,2015,Camry,front,Moderate,1,0-1,Moderate,43.0,Extreme
272,Kia,13300.0,hatch,35.0,1.6,Petrol,yes,2012,Ceed,front,Low,4,3-6,Moderate,8.75,Low
273,Audi,2200.0,sedan,250.0,2.5,Diesel,no,2001,A6,front,Moderate,15,10-29,Low,16.67,High
274,Audi,2300.0,vagon,250.0,2.5,Diesel,no,2001,A6,full,Moderate,15,10-29,Low,16.67,High
275,Audi,2350.0,vagon,250.0,2.5,Diesel,no,2001,A6,front,Moderate,15,10-29,Low,16.67,High
276,Audi,2500.0,sedan,180.0,2.2,Petrol,no,2000,A4,front,Moderate,16,10-29,Low,11.25,Moderate
277,BMW,65446.625,crossover,8.0,2.0,Diesel,yes,2016,X5,full,Low,0,0-1,High,0.0,Low
278,Mitsubishi,6200.0,sedan,152.0,1.6,Petrol,yes,2006,Lancer,front,Low,10,6-10,Low,15.2,High
279,Nissan,18200.0,crossover,65.0,3.5,Gas,yes,2009,Murano,full,Moderate,7,6-10,Moderate,9.29,Low
280,Ford,12500.0,sedan,63.0,1.6,Petrol,yes,2013,Focus,front,Low,3,1-3,Moderate,21.0,High
281,Porsche,117777.0,hatch,9.0,4.8,Petrol,yes,2014,Panamera,full,High,2,1-3,Extreme,4.5,Low
282,Kia,8800.0,other,135.0,2.4,Gas,yes,2006,Sorento,full,Moderate,10,6-10,Low,13.5,Moderate
283,Porsche,69900.0,sedan,40.0,3.0,Diesel,yes,2013,Panamera,rear,Moderate,3,1-3,High,13.33,Moderate
284,Opel,5350.0,sedan,180.0,1.4,Petrol,yes,2007,Astra G,front,Low,9,6-10,Low,20.0,High
285,Kia,42741.621,crossover,0.0,2.2,Diesel,yes,2016,Sorento,full,Moderate,0,0-1,Moderate,0.0,Low
286,Volkswagen,16500.0,sedan,123.0,1.8,Petrol,yes,2010,Passat B6,front,Low,6,3-6,Moderate,20.5,High
287,Chevrolet,6700.0,sedan,80.0,1.5,Petrol,yes,2011,Aveo,front,Low,5,3-6,Low,16.0,High
288,Mercedes-Benz,111999.0,crossover,0.0,3.0,Diesel,yes,2016,GLS 350,full,Moderate,0,0-1,Extreme,0.0,Low
289,Audi,3700.0,vagon,273.0,2.5,Diesel,no,2003,A6,front,Moderate,13,10-29,Low,21.0,High
290,Porsche,63500.0,crossover,13.0,3.0,Diesel,yes,2015,Macan,full,Moderate,1,0-1,High,13.0,Moderate
291,Alfa Romeo,5900.0,hatch,199.0,1.6,Petrol,yes,2002,147,front,Low,14,10-29,Low,14.21,Moderate
292,Toyota,75500.0,crossover,50.0,4.6,Petrol,yes,2015,Land Cruiser 200,full,High,1,0-1,High,50.0,Extreme
293,Mercedes-Benz,55000.0,crossover,40.0,4.6,Petrol,yes,2013,ML 500,full,High,3,1-3,High,13.33,Moderate
294,Mitsubishi,9800.0,sedan,148.0,2.0,Gas,yes,2008,Lancer X,front,Low,8,6-10,Low,18.5,High
295,Subaru,6100.0,vagon,350.0,2.0,Petrol,yes,2005,Forester,full,Low,11,10-29,Low,31.82,Extreme
296,Chevrolet,5500.0,sedan,121.0,1.5,Petrol,yes,2006,Aveo,front,Low,10,6-10,Low,12.1,Moderate
297,Chevrolet,7799.0,sedan,199.0,1.6,Gas,yes,2012,Aveo,front,Low,4,3-6,Low,49.75,Extreme
298,Honda,13900.0,hatch,63.0,1.8,Petrol,yes,2013,Civic,front,Low,3,1-3,Moderate,21.0,High
299,Kia,14500.0,crossover,106.0,2.5,Diesel,yes,2008,Sorento,full,Moderate,8,6-10,Moderate,13.25,Moderate
300,Smart,8000.0,other,62.0,1.0,Petrol,yes,2011,Fortwo,rear,Low,5,3-6,Low,12.4,Moderate
301,Renault,14700.0,crossover,61.0,1.5,Diesel,yes,2013,Duster,front,Low,3,1-3,Moderate,20.33,High
302,Lexus,135555.0,crossover,0.0,4.5,Diesel,yes,2016,LX 450,full,High,0,0-1,Extreme,0.0,Low
303,Hyundai,14500.0,crossover,102.0,2.2,Diesel,yes,2008,Santa FE,full,Moderate,8,6-10,Moderate,12.75,Moderate
304,VAZ,4100.0,hatch,60.0,1.6,Petrol,yes,2013,2114,front,Low,3,1-3,Low,20.0,High
305,Porsche,54900.0,sedan,64.0,4.8,Petrol,yes,2011,Panamera,full,High,5,3-6,High,12.8,Moderate
306,BMW,30500.0,sedan,73.0,2.0,Petrol,yes,2013,520,rear,Low,3,1-3,Moderate,24.33,High
307,Volkswagen,10700.0,sedan,195.0,3.2,Petrol,yes,2007,Passat B6,full,Moderate,9,6-10,Moderate,21.67,High
309,Renault,8700.0,vagon,123.0,1.5,Diesel,yes,2009,Megane,front,Low,7,6-10,Low,17.57,High
310,Mitsubishi,6200.0,sedan,170.0,1.6,Other,yes,2005,Lancer,front,Low,11,10-29,Low,15.45,High
311,Honda,13200.0,sedan,145.0,2.0,Gas,yes,2008,Accord,front,Low,8,6-10,Moderate,18.12,High
312,Toyota,59900.0,crossover,90.0,4.5,Diesel,yes,2012,Land Cruiser 200,full,High,4,3-6,High,22.5,High
313,Ford,12099.0,sedan,109.0,1.6,Gas,yes,2011,Focus,front,Low,5,3-6,Moderate,21.8,High
314,Volkswagen,7300.0,van,240.0,1.9,Diesel,yes,2005,Caddy пасс.,front,Low,11,10-29,Low,21.82,High
315,Mercedes-Benz,24800.0,other,160.0,3.0,Diesel,yes,2007,S 320,rear,Moderate,9,6-10,Moderate,17.78,High
316,Tesla,80000.0,sedan,27.0,1.0,Other,yes,2013,Model S,front,Low,3,1-3,High,9.0,Low
317,Ford,12300.0,hatch,71.0,1.6,Gas,yes,2013,Fiesta,front,Low,3,1-3,Moderate,23.67,High
318,Subaru,17000.0,crossover,134.0,2.0,Petrol,yes,2011,Forester,full,Low,5,3-6,Moderate,26.8,Extreme
319,Tesla,58000.0,hatch,52.0,1.0,Other,yes,2013,Model S,front,Low,3,1-3,High,17.33,High
320,Land Rover,102999.0,crossover,39.0,5.0,Petrol,yes,2014,Range Rover,full,High,2,1-3,Extreme,19.5,High
321,Peugeot,8500.0,van,135.0,1.6,Diesel,yes,2009,Partner пасс.,front,Low,7,6-10,Low,19.29,High
322,Hyundai,29999.0,crossover,52.0,2.2,Diesel,yes,2014,Santa FE,full,Moderate,2,1-3,Moderate,26.0,Extreme
323,Suzuki,11500.0,crossover,101.0,2.0,Petrol,yes,2008,Grand Vitara,full,Low,8,6-10,Moderate,12.62,Moderate
324,Kia,20500.0,crossover,98.0,2.0,Petrol,yes,2011,Sportage,full,Low,5,3-6,Moderate,19.6,High
325,BMW,89999.0,crossover,17.0,4.4,Petrol,yes,2015,X6 M,full,High,1,0-1,High,17.0,High
326,Renault,7800.0,vagon,120.0,1.5,Diesel,yes,2008,Megane,front,Low,8,6-10,Low,15.0,Moderate
327,Lexus,16500.0,sedan,115.0,3.0,Petrol,yes,2007,GS 300,rear,Moderate,9,6-10,Moderate,12.78,Moderate
328,Renault,10600.0,vagon,220.0,2.5,Other,yes,2006,Trafic пасс.,front,Moderate,10,6-10,Moderate,22.0,High
329,Audi,37800.0,other,126.0,3.0,Diesel,yes,2010,Q7,full,Moderate,6,3-6,Moderate,21.0,High
330,Volkswagen,8800.0,van,93.0,1.6,Diesel,yes,2012,Caddy груз.,front,Low,4,3-6,Low,23.25,High
331,BMW,8500.0,sedan,284.0,1.9,Gas,yes,2000,316,rear,Low,16,10-29,Low,17.75,High
332,Toyota,25900.0,crossover,97.0,4.0,Petrol,yes,2009,Land Cruiser Prado,full,Moderate,7,6-10,Moderate,13.86,Moderate
333,Land Rover,95000.0,crossover,60.0,5.0,Petrol,yes,2014,Range Rover,full,High,2,1-3,High,30.0,Extreme
334,Toyota,36000.0,crossover,940.0,5.1,Other,yes,2009,Land Cruiser 200,full,High,7,6-10,Moderate,134.29,Extreme
335,Subaru,8000.0,crossover,210.0,2.0,Petrol,yes,2005,Forester,full,Low,11,10-29,Low,19.09,High
336,BMW,2550.0,sedan,280.0,1.6,Petrol,no,2000,316,rear,Low,16,10-29,Low,17.5,High
339,Nissan,14999.0,hatch,31.0,1.0,Other,yes,2013,Leaf,front,Low,3,1-3,Moderate,10.33,Moderate
340,Mercedes-Benz,12600.0,sedan,123.0,3.2,Petrol,yes,2000,S 320,rear,Moderate,16,10-29,Moderate,7.69,Low
342,Renault,18456.1611,crossover,1.0,1.5,Diesel,yes,2016,Duster,full,Low,0,0-1,Moderate,0.0,Low
343,Mercedes-Benz,8200.0,sedan,280.0,2.4,Gas,yes,1997,E-Class,rear,Moderate,19,10-29,Low,14.74,Moderate
344,Mazda,12500.0,sedan,89.0,2.0,Petrol,yes,2009,6,front,Low,7,6-10,Moderate,12.71,Moderate
345,Peugeot,8300.0,vagon,135.0,2.0,Petrol,yes,2008,307,front,Low,8,6-10,Low,16.88,High
346,Audi,4150.0,sedan,220.0,2.5,Diesel,no,1999,A8,front,Moderate,17,10-29,Low,12.94,Moderate
347,Audi,46000.0,sedan,170.0,4.2,Diesel,yes,2011,A8,full,High,5,3-6,Moderate,34.0,Extreme
348,Toyota,28700.0,crossover,100.0,3.5,Petrol,yes,2012,Highlander,full,Moderate,4,3-6,Moderate,25.0,High
350,Skoda,7650.0,sedan,119.0,1.8,Gas,yes,2006,Octavia Tour,front,Low,10,6-10,Low,11.9,Moderate
351,Audi,2411.0,sedan,240.0,1.6,Other,yes,1987,80,front,Low,29,10-29,Low,8.28,Low
352,Volkswagen,8900.0,van,272.0,1.9,Diesel,yes,2005,Caddy пасс.,front,Low,11,10-29,Low,24.73,High
353,Renault,11500.0,vagon,230.0,1.5,Diesel,yes,2012,Megane,front,Low,4,3-6,Moderate,57.5,Extreme
354,Volkswagen,4500.0,van,380.0,2.0,Diesel,yes,2004,Caddy груз.,front,Low,12,10-29,Low,31.67,Extreme
355,Hyundai,9600.0,sedan,98.0,1.4,Petrol,yes,2011,Accent,front,Low,5,3-6,Low,19.6,High
356,Ford,5900.0,hatch,138.0,1.4,Petrol,yes,2008,Fiesta,front,Low,8,6-10,Low,17.25,High
357,Mercedes-Benz,9900.0,sedan,275.0,2.2,Other,yes,2005,E-Class,rear,Moderate,11,10-29,Low,25.0,High
358,Toyota,15300.0,crossover,130.0,2.0,Petrol,yes,2008,Rav 4,full,Low,8,6-10,Moderate,16.25,High
359,Nissan,9300.0,hatch,97.0,1.2,Petrol,yes,2010,Micra,front,Low,6,3-6,Low,16.17,High
360,Renault,12499.0,van,78.0,2.0,Diesel,yes,2012,Trafic пасс.,front,Low,4,3-6,Moderate,19.5,High
361,Nissan,15000.0,crossover,46.0,1.6,Petrol,yes,2013,Juke,front,Low,3,1-3,Moderate,15.33,High
362,Toyota,37700.0,crossover,47.0,5.7,Gas,yes,2009,Sequoia,full,High,7,6-10,Moderate,6.71,Low
363,BMW,8000.0,sedan,330.0,2.5,Diesel,yes,1997,525,rear,Moderate,19,10-29,Low,17.37,High
364,Smart,6500.0,other,110.0,1.0,Petrol,yes,2007,Fortwo,rear,Low,9,6-10,Low,12.22,Moderate
365,Suzuki,9650.0,crossover,81.0,2.0,Petrol,yes,2006,Grand Vitara,full,Low,10,6-10,Low,8.1,Low
366,Volkswagen,7000.0,sedan,185.0,2.8,Gas,yes,2004,Passat B5,full,Moderate,12,10-29,Low,15.42,High
367,Honda,13200.0,sedan,100.0,1.8,Petrol,yes,2012,Civic,front,Low,4,3-6,Moderate,25.0,High
368,Honda,13400.0,sedan,38.0,1.8,Petrol,yes,2012,Civic,front,Low,4,3-6,Moderate,9.5,Low
369,Suzuki,6999.0,crossover,203.0,2.0,Petrol,yes,2002,Grand Vitara,full,Low,14,10-29,Low,14.5,Moderate
370,BMW,34600.0,crossover,163.0,5.0,Petrol,yes,2011,X5 M,full,High,5,3-6,Moderate,32.6,Extreme
371,Audi,1300.0,sedan,250.0,1.9,Gas,no,1994,80,front,Low,22,10-29,Low,11.36,Moderate
372,Kia,23999.0,crossover,14.0,2.2,Diesel,yes,2012,Sorento,full,Moderate,4,3-6,Moderate,3.5,Low
373,Opel,1600.0,sedan,280.0,2.3,Diesel,yes,1987,Omega,rear,Moderate,29,10-29,Low,9.66,Low
374,Mercedes-Benz,35900.0,crossover,254.0,5.0,Gas,yes,2004,G 500,full,High,12,10-29,Moderate,21.17,High
375,Ford,16400.0,crossover,87.0,2.5,Petrol,yes,2010,Kuga,full,Moderate,6,3-6,Moderate,14.5,Moderate
376,Hyundai,8900.0,sedan,138.0,1.4,Petrol,yes,2011,Accent,front,Low,5,3-6,Low,27.6,Extreme
377,Subaru,38900.0,crossover,0.0,2.0,Diesel,yes,2016,Forester,full,Low,0,0-1,Moderate,0.0,Low
378,Renault,13200.0,van,230.0,2.0,Diesel,yes,2009,Trafic пасс.,front,Low,7,6-10,Moderate,32.86,Extreme
379,Toyota,26500.0,crossover,21.0,2.0,Petrol,yes,2013,Rav 4,full,Low,3,1-3,Moderate,7.0,Low
380,Volkswagen,7800.0,van,282.0,2.5,Diesel,yes,2000,T4 (Transporter) пасс.,front,Moderate,16,10-29,Low,17.62,High
381,Mercedes-Benz,109999.0,crossover,1.0,3.0,Diesel,yes,2016,GLS 350,full,Moderate,0,0-1,Extreme,0.0,Low
382,Audi,24900.0,sedan,163.0,4.2,Diesel,yes,2008,A8,full,High,8,6-10,Moderate,20.38,High
383,Lexus,27500.0,crossover,150.0,4.7,Gas,yes,2005,LX 470,full,High,11,10-29,Moderate,13.64,Moderate
384,Volkswagen,10900.0,vagon,217.0,2.0,Diesel,no,2008,Passat B6,full,Low,8,6-10,Moderate,27.12,Extreme
386,Tesla,58000.0,sedan,8.0,1.0,Other,yes,2013,Model S,front,Low,3,1-3,High,2.67,Low
387,BMW,63500.0,crossover,33.0,3.0,Petrol,yes,2015,X5,full,Moderate,1,0-1,High,33.0,Extreme
388,Lexus,57800.0,crossover,60.0,5.7,Petrol,yes,2011,LX 570,full,High,5,3-6,High,12.0,Moderate
389,Renault,6800.0,van,131.0,1.5,Diesel,yes,2013,Kangoo груз.,front,Low,3,1-3,Low,43.67,Extreme
390,Tesla,59000.0,sedan,30.0,1.0,Other,yes,2013,Model S,rear,Low,3,1-3,High,10.0,Low
391,Nissan,19000.0,crossover,70.0,1.6,Petrol,yes,2012,Qashqai,front,Low,4,3-6,Moderate,17.5,High
392,Toyota,14700.0,sedan,131.0,3.5,Gas,yes,2007,Camry,front,Moderate,9,6-10,Moderate,14.56,Moderate
393,Smart,10700.0,other,23.0,1.0,Petrol,yes,2014,Fortwo,rear,Low,2,1-3,Moderate,11.5,Moderate
394,Mercedes-Benz,41900.0,sedan,95.0,6.2,Petrol,yes,2011,S 500,full,Extreme,5,3-6,Moderate,19.0,High
395,Lexus,6000.0,sedan,350.0,3.0,Petrol,yes,1996,GS 300,rear,Moderate,20,10-29,Low,17.5,High
396,Toyota,23000.0,other,211.0,4.0,Gas,yes,2007,Land Cruiser Prado,full,Moderate,9,6-10,Moderate,23.44,High
397,Mazda,2700.0,other,450.0,2.0,Gas,yes,1989,626,front,Low,27,10-29,Low,16.67,High
398,Hyundai,6200.0,hatch,121.0,1.4,Gas,yes,2008,Getz,front,Low,8,6-10,Low,15.12,High
399,Toyota,28900.0,crossover,20.0,2.5,Petrol,yes,2013,Rav 4,full,Moderate,3,1-3,Moderate,6.67,Low
400,Volkswagen,19100.0,sedan,4.0,1.6,Other,yes,2016,Jetta,front,Low,0,0-1,Moderate,0.0,Low
401,BMW,1500.0,sedan,270.0,2.5,Diesel,no,1992,525,rear,Moderate,24,10-29,Low,11.25,Moderate
402,Renault,5400.0,vagon,181.0,1.5,Diesel,no,2010,Megane,front,Low,6,3-6,Low,30.17,Extreme
403,Nissan,15700.0,hatch,22.0,1.0,Other,yes,2013,Leaf,front,Low,3,1-3,Moderate,7.33,Low
404,BMW,26900.0,crossover,170.0,3.0,Diesel,yes,2008,X5,full,Moderate,8,6-10,Moderate,21.25,High
405,Volkswagen,10600.0,van,120.0,2.0,Diesel,yes,2007,Touran,front,Low,9,6-10,Moderate,13.33,Moderate
406,Honda,16777.0,sedan,77.0,2.4,Petrol,yes,2011,Accord,front,Moderate,5,3-6,Moderate,15.4,High
408,Mitsubishi,16900.0,crossover,126.0,3.0,Gas,yes,2008,Pajero Wagon,full,Moderate,8,6-10,Moderate,15.75,High
409,BMW,8500.0,other,265.0,2.8,Gas,yes,1998,328,rear,Moderate,18,10-29,Low,14.72,Moderate
412,Mitsubishi,7200.0,sedan,83.0,1.6,Other,yes,2007,Lancer,front,Low,9,6-10,Low,9.22,Low
413,Volkswagen,8599.0,van,169.0,1.6,Diesel,yes,2011,Caddy груз.,front,Low,5,3-6,Low,33.8,Extreme
414,BMW,6400.0,other,220.0,2.5,Petrol,yes,1997,323,rear,Moderate,19,10-29,Low,11.58,Moderate
415,Ford,6450.0,hatch,150.0,1.4,Petrol,yes,2007,Fiesta,front,Low,9,6-10,Low,16.67,High
416,Audi,3600.0,sedan,374.0,2.5,Diesel,no,2001,A8,full,Moderate,15,10-29,Low,24.93,High
417,Chevrolet,5999.0,sedan,121.0,1.6,Petrol,yes,2008,Lacetti,front,Low,8,6-10,Low,15.12,High
418,Mazda,25000.0,sedan,0.0,2.0,Other,yes,2016,6,front,Low,0,0-1,Moderate,0.0,Low
419,Ford,6450.0,hatch,149.0,1.4,Petrol,yes,2007,Fiesta,front,Low,9,6-10,Low,16.56,High
420,Land Rover,47500.0,crossover,63.0,4.4,Diesel,yes,2012,Range Rover,full,High,4,3-6,Moderate,15.75,High
422,Subaru,10500.0,sedan,125.0,2.0,Petrol,yes,2007,Legacy,full,Low,9,6-10,Moderate,13.89,Moderate
423,BMW,28900.0,sedan,78.0,2.0,Petrol,yes,2012,528,rear,Low,4,3-6,Moderate,19.5,High
424,Toyota,15500.0,crossover,165.0,2.7,Gas,yes,2005,Land Cruiser Prado,full,Moderate,11,10-29,Moderate,15.0,Moderate
425,Nissan,15656.589,crossover,0.0,1.6,Petrol,yes,2016,Juke,front,Low,0,0-1,Moderate,0.0,Low
426,Opel,6700.0,sedan,335.0,2.5,Gas,yes,1998,Omega,rear,Moderate,18,10-29,Low,18.61,High
428,Peugeot,6000.0,sedan,171.0,2.0,Petrol,yes,2006,407,front,Low,10,6-10,Low,17.1,High
429,Nissan,6700.0,sedan,80.0,1.8,Petrol,yes,2003,Primera,front,Low,13,10-29,Low,6.15,Low
430,Lexus,15000.0,sedan,147.0,2.5,Other,yes,2007,IS 250,rear,Moderate,9,6-10,Moderate,16.33,High
431,Nissan,16800.0,crossover,70.0,2.0,Petrol,yes,2013,Qashqai,front,Low,3,1-3,Moderate,23.33,High
432,Land Rover,99000.0,crossover,50.0,4.4,Diesel,yes,2013,Range Rover,full,High,3,1-3,High,16.67,High
433,Mercedes-Benz,6999.0,sedan,288.0,3.2,Gas,yes,2001,E-Class,rear,Moderate,15,10-29,Low,19.2,High
434,Land Rover,52000.0,crossover,70.0,4.4,Diesel,yes,2012,Range Rover,full,High,4,3-6,High,17.5,High
435,Porsche,60000.0,other,11.0,3.8,Petrol,yes,2010,911,rear,Moderate,6,3-6,High,1.83,Low
436,Mercedes-Benz,72700.0,van,42.0,2.2,Diesel,yes,2014,V 250,full,Moderate,2,1-3,High,21.0,High
437,Opel,4200.0,sedan,290.0,2.0,Petrol,yes,1997,Omega,rear,Low,19,10-29,Low,15.26,High
438,Mazda,6800.0,hatch,208.0,2.0,Petrol,yes,2003,6,front,Low,13,10-29,Low,16.0,High
439,Mercedes-Benz,13500.0,sedan,317.0,5.0,Petrol,yes,2001,S 500,rear,High,15,10-29,Moderate,21.13,High
440,Volkswagen,11000.0,vagon,210.0,1.9,Diesel,yes,2008,Touran,front,Low,8,6-10,Moderate,26.25,Extreme
441,Subaru,17000.0,crossover,28.0,2.0,Petrol,yes,2010,Forester,full,Low,6,3-6,Moderate,4.67,Low
442,Toyota,39000.0,crossover,88.0,4.5,Diesel,yes,2009,Land Cruiser 200,full,High,7,6-10,Moderate,12.57,Moderate
443,Mercedes-Benz,53500.0,crossover,46.0,5.5,Petrol,yes,2008,G 500,full,High,8,6-10,High,5.75,Low
444,Toyota,28999.0,sedan,86.0,3.5,Petrol,yes,2013,Camry,front,Moderate,3,1-3,Moderate,28.67,Extreme
445,Honda,13700.0,sedan,120.0,3.5,Petrol,yes,2008,Accord,front,Moderate,8,6-10,Moderate,15.0,Moderate
446,BMW,42000.0,sedan,5.0,2.0,Petrol,yes,2016,520,rear,Low,0,0-1,Moderate,0.0,Low
447,Subaru,12200.0,other,103.0,2.0,Diesel,yes,2009,Legacy,full,Low,7,6-10,Moderate,14.71,Moderate
448,Hyundai,25600.0,crossover,94.0,2.0,Diesel,yes,2013,IX35,full,Low,3,1-3,Moderate,31.33,Extreme
449,Volkswagen,12000.0,sedan,186.0,3.2,Petrol,yes,2006,Passat B6,full,Moderate,10,6-10,Moderate,18.6,High
450,Audi,2850.0,vagon,280.0,2.5,Diesel,no,1999,A6,front,Moderate,17,10-29,Low,16.47,High
451,Subaru,9700.0,crossover,230.0,2.5,Gas,yes,2006,Forester,full,Moderate,10,6-10,Low,23.0,High
452,Chevrolet,8800.0,sedan,110.0,1.6,Gas,yes,2013,Lacetti,full,Low,3,1-3,Low,36.67,Extreme
453,Volkswagen,8900.0,other,180.0,1.9,Diesel,yes,2010,Caddy груз.,front,Low,6,3-6,Low,30.0,Extreme
454,Land Rover,169900.0,crossover,0.0,4.4,Diesel,yes,2016,Range Rover,full,High,0,0-1,Extreme,0.0,Low
455,BMW,75555.0,sedan,30.0,4.4,Petrol,yes,2014,550,full,High,2,1-3,High,15.0,Moderate
456,Land Rover,95555.0,crossover,60.0,4.4,Diesel,yes,2014,Range Rover,full,High,2,1-3,High,30.0,Extreme
457,BMW,42900.0,sedan,2.0,2.0,Petrol,yes,2016,520,rear,Low,0,0-1,Moderate,0.0,Low
458,Opel,10950.0,sedan,44.0,1.6,Gas,yes,2012,Astra H,front,Low,4,3-6,Moderate,11.0,Moderate
459,Mazda,2800.0,hatch,100.0,2.0,Petrol,yes,1992,626,front,Low,24,10-29,Low,4.17,Low
460,Land Rover,79450.0,other,0.0,3.0,Diesel,yes,2016,Range Rover Sport,full,Moderate,0,0-1,High,0.0,Low
461,Subaru,8400.0,sedan,170.0,3.0,Petrol,yes,2004,Legacy,full,Moderate,12,10-29,Low,14.17,Moderate
462,Toyota,12900.0,sedan,177.0,2.4,Gas,yes,2009,Camry,front,Moderate,7,6-10,Moderate,25.29,Extreme
463,Toyota,8900.0,sedan,115.0,1.6,Petrol,yes,2008,Corolla,front,Low,8,6-10,Low,14.38,Moderate
464,Ford,2500.0,sedan,313.0,1.6,Petrol,yes,1993,Mondeo,front,Low,23,10-29,Low,13.61,Moderate
465,Renault,9500.0,vagon,78.0,1.5,Diesel,yes,2014,Kangoo груз.,front,Low,2,1-3,Low,39.0,Extreme
466,Opel,6800.0,vagon,170.0,1.3,Diesel,yes,2006,Astra H,front,Low,10,6-10,Low,17.0,High
